longitude,latitude,aver_price,latlon
113.97256541637,22.540390626637,111.1,"113.97256541637,22.540390626637"
113.98394563798,22.553244586396,166.1,"113.98394563798,22.553244586396"
113.975133,22.58297,97.3,"113.975133,22.58297"
113.906502,22.488927,84.5,"113.906502,22.488927"
113.908692,22.725392,20.6,"113.908692,22.725392"
113.991743,22.593965,114.1,"113.991743,22.593965"
114.034306,22.655875,87.4,"114.034306,22.655875"
113.98394563798,22.553244586396,114.3,"113.98394563798,22.553244586396"
114.087504,22.657009,74.4,"114.087504,22.657009"
113.97173247467,22.533048522443,146.4,"113.97173247467,22.533048522443"
113.844313,22.733567,37.5,"113.844313,22.733567"
113.808115,22.68409,62.3,"113.808115,22.68409"
113.891326,22.497142,83.3,"113.891326,22.497142"
114.388905,22.75336,20.6,"114.388905,22.75336"
113.975165,22.58299,103.7,"113.975165,22.58299"
114.13664495645,22.549311552404,66.3,"114.13664495645,22.549311552404"
114.03327001526,22.656848494228,47.2,"114.03327001526,22.656848494228"
114.026227,22.645981,55.0,"114.026227,22.645981"
113.909205,22.586241,72.2,"113.909205,22.586241"
114.212824,22.655393,66.1,"114.212824,22.655393"
114.048434,22.615211,74.1,"114.048434,22.615211"
114.075296,22.649497,55.6,"114.075296,22.649497"
113.936296,22.523262,185.7,"113.936296,22.523262"
113.91148209354,22.579871622231,101.5,"113.91148209354,22.579871622231"
114.037308,22.532427,78.2,"114.037308,22.532427"
113.912285,22.575441,105.7,"113.912285,22.575441"
113.90847148757,22.556193061767,65.4,"113.90847148757,22.556193061767"
113.826001,22.745366,52.7,"113.826001,22.745366"
114.06396930052,22.528266405313,141.8,"114.06396930052,22.528266405313"
113.93322645466,22.533165933709,98.7,"113.93322645466,22.533165933709"
114.013394,22.655697,94.8,"114.013394,22.655697"
113.907471,22.561461,100.0,"113.907471,22.561461"
113.902668,22.483411,160.0,"113.902668,22.483411"
114.083041,22.625808,70.3,"114.083041,22.625808"
113.97200422094,22.528065995026,213.7,"113.97200422094,22.528065995026"
113.979887,22.557031,153.3,"113.979887,22.557031"
114.02836722924,22.653748422724,58.1,"114.02836722924,22.653748422724"
114.26067170109,22.729958773193,55.6,"114.26067170109,22.729958773193"
113.869206,22.583862,130.0,"113.869206,22.583862"
113.808995,22.681418,33.7,"113.808995,22.681418"
114.034306,22.655875,93.6,"114.034306,22.655875"
114.038848,22.656019,60.0,"114.038848,22.656019"
114.228306,22.640351,39.5,"114.228306,22.640351"
114.042821,22.628935,100.0,"114.042821,22.628935"
113.9020039833,22.588515373726,66.7,"113.9020039833,22.588515373726"
114.055497,22.695923,60.8,"114.055497,22.695923"
114.249488,22.745333,40.0,"114.249488,22.745333"
114.043332,22.667554,129.2,"114.043332,22.667554"
114.163786,22.614385,62.4,"114.163786,22.614385"
114.09025,22.536091,114.3,"114.09025,22.536091"
114.03840647447,22.669434745559,70.0,"114.03840647447,22.669434745559"
113.893786,22.587838,82.8,"113.893786,22.587838"
113.937389,22.586106,89.1,"113.937389,22.586106"
114.11722052719,22.59659366389,118.6,"114.11722052719,22.59659366389"
114.03197061686,22.53972368326,44.8,"114.03197061686,22.53972368326"
113.89539148771,22.554135800504,202.4,"113.89539148771,22.554135800504"
113.814819,22.712139,45.0,"113.814819,22.712139"
114.107671,22.570935,100.0,"114.107671,22.570935"
113.904056,22.574463,120.0,"113.904056,22.574463"
113.9611,22.553981,206.9,"113.9611,22.553981"
114.04238,22.64989,104.0,"114.04238,22.64989"
113.89247,22.500598,93.0,"113.89247,22.500598"
113.941723,22.49776,124.0,"113.941723,22.49776"
114.28084,22.730784,41.6,"114.28084,22.730784"
113.906624,22.580754,80.1,"113.906624,22.580754"
113.957672,22.547709,126.0,"113.957672,22.547709"
114.05386329166,22.530104171103,200.0,"114.05386329166,22.530104171103"
114.060013,22.606099,51.0,"114.060013,22.606099"
114.082994,22.533052,117.8,"114.082994,22.533052"
114.127137,22.539506,140.9,"114.127137,22.539506"
114.063071,22.63595,99.4,"114.063071,22.63595"
114.001347,22.698309,35.0,"114.001347,22.698309"
113.9611,22.5562,86.1,"113.9611,22.5562"
114.076846,22.541985,165.3,"114.076846,22.541985"
114.049714,22.527604,119.0,"114.049714,22.527604"
114.040931,22.652682,73.3,"114.040931,22.652682"
113.963237,22.575966,92.3,"113.963237,22.575966"
114.120984,22.54819,154.5,"114.120984,22.54819"
114.22597,22.73853,48.3,"114.22597,22.73853"
113.946959,22.498091,220.2,"113.946959,22.498091"
114.040931,22.652682,78.2,"114.040931,22.652682"
113.906502,22.488927,81.1,"113.906502,22.488927"
114.03197061686,22.53972368326,129.0,"114.03197061686,22.53972368326"
113.975165,22.58299,115.4,"113.975165,22.58299"
114.076737,22.542308,152.5,"114.076737,22.542308"
114.242911,22.721905,35.1,"114.242911,22.721905"
114.034306,22.655875,94.7,"114.034306,22.655875"
114.052,22.602907,71.4,"114.052,22.602907"
113.935806,22.517818,164.3,"113.935806,22.517818"
113.836528,22.725121,39.3,"113.836528,22.725121"
114.039009,22.654116,119.0,"114.039009,22.654116"
113.84002,22.639223,80.5,"113.84002,22.639223"
113.936734,22.51694,146.7,"113.936734,22.51694"
113.967499,22.585749,196.2,"113.967499,22.585749"
113.868387,22.747352,42.0,"113.868387,22.747352"
114.077847,22.650988,71.1,"114.077847,22.650988"
114.14747651454,22.605179260372,60.9,"114.14747651454,22.605179260372"
114.026974,22.657858,86.7,"114.026974,22.657858"
114.037684,22.637256,59.6,"114.037684,22.637256"
113.94862,22.508966,135.1,"113.94862,22.508966"
114.05892935551,22.537313295895,183.1,"114.05892935551,22.537313295895"
113.946218,22.497863,142.3,"113.946218,22.497863"
114.142381,22.580195,100.0,"114.142381,22.580195"
114.089654,22.638192,60.0,"114.089654,22.638192"
114.034306,22.655875,72.3,"114.034306,22.655875"
114.127137,22.539506,136.4,"114.127137,22.539506"
113.971145,22.569968,109.4,"113.971145,22.569968"
114.215913,22.716854,38.1,"114.215913,22.716854"
114.155119,22.609543,69.2,"114.155119,22.609543"
