longitude,latitude,dist,latlon
121.545136,31.217529,浦东,"121.545136,31.217529"
121.560691,31.21315,浦东,"121.560691,31.21315"
121.589545,31.14152335,浦东,"121.589545,31.14152335"
121.292684,31.119918,松江,"121.292684,31.119918"
121.5811905,31.10752569,浦东,"121.5811905,31.10752569"
121.3015229,31.17069161,青浦,"121.3015229,31.17069161"
121.7590249,31.17657992,浦东,"121.7590249,31.17657992"
121.50512,31.296583,虹口,"121.50512,31.296583"
121.390718,31.197003,长宁,"121.390718,31.197003"
121.529307,31.323434,杨浦,"121.529307,31.323434"
121.4431255,31.32036442,闸北,"121.4431255,31.32036442"
121.662902,31.225901,浦东,"121.662902,31.225901"
121.208432,31.138535,松江,"121.208432,31.138535"
121.2507016,31.12073958,松江,"121.2507016,31.12073958"
121.431924,31.217469,长宁,"121.431924,31.217469"
121.3431324,31.26466204,嘉定,"121.3431324,31.26466204"
121.453554,31.237327,静安,"121.453554,31.237327"
121.1853732,31.03984093,松江,"121.1853732,31.03984093"
121.5342058,31.28983357,杨浦,"121.5342058,31.28983357"
121.446043,31.189901,徐汇,"121.446043,31.189901"
121.501972,31.210776,黄浦,"121.501972,31.210776"
121.3949788,31.25376373,普陀,"121.3949788,31.25376373"
121.411289,31.289342,宝山,"121.411289,31.289342"
121.42385,31.195311,徐汇,"121.42385,31.195311"
121.3839187,31.25161362,普陀,"121.3839187,31.25161362"
121.398506,31.110537,闵行,"121.398506,31.110537"
121.429717,31.222893,长宁,"121.429717,31.222893"
121.3140714,31.22497422,闵行,"121.3140714,31.22497422"
121.455611,31.188661,徐汇,"121.455611,31.188661"
121.51825,31.23831918,浦东,"121.51825,31.23831918"
121.602837,31.260033,浦东,"121.602837,31.260033"
121.4021477,31.01544771,闵行,"121.4021477,31.01544771"
121.323375,31.15304,松江,"121.323375,31.15304"
121.4633509,31.27873928,闸北,"121.4633509,31.27873928"
121.557044,31.252797,浦东,"121.557044,31.252797"
121.195904,31.106225,松江,"121.195904,31.106225"
121.402963,31.115036,闵行,"121.402963,31.115036"
121.524799,31.272688,杨浦,"121.524799,31.272688"
121.403649,31.199363,长宁,"121.403649,31.199363"
121.5276909,31.21620427,浦东,"121.5276909,31.21620427"
121.287096,31.164727,青浦,"121.287096,31.164727"
121.5998803,31.26590419,浦东,"121.5998803,31.26590419"
121.7476526,31.04153154,浦东,"121.7476526,31.04153154"
121.191985,31.034306,松江,"121.191985,31.034306"
121.5441155,31.27743047,杨浦,"121.5441155,31.27743047"
121.406263,31.20229,长宁,"121.406263,31.20229"
121.404098,31.096859,闵行,"121.404098,31.096859"
121.419752,31.24559,普陀,"121.419752,31.24559"
121.212813,31.047457,松江,"121.212813,31.047457"
121.7670055,31.05962037,浦东,"121.7670055,31.05962037"
121.464449,30.916456,奉贤,"121.464449,30.916456"
121.598745,31.204225,浦东,"121.598745,31.204225"
121.7699511,31.04971812,浦东,"121.7699511,31.04971812"
121.401734,31.096687,闵行,"121.401734,31.096687"
121.3117,31.060015,松江,"121.3117,31.060015"
121.467529,31.24159,静安,"121.467529,31.24159"
121.435239,31.21782,长宁,"121.435239,31.21782"
121.3974033,31.24462494,普陀,"121.3974033,31.24462494"
121.241032,31.066142,松江,"121.241032,31.066142"
121.367729,31.145226,闵行,"121.367729,31.145226"
121.400698,31.220979,长宁,"121.400698,31.220979"
121.1880361,31.28987677,嘉定,"121.1880361,31.28987677"
121.331985,31.308129,嘉定,"121.331985,31.308129"
121.4785415,31.20555504,黄浦,"121.4785415,31.20555504"
121.5619343,31.20179036,浦东,"121.5619343,31.20179036"
121.453301,31.253115,普陀,"121.453301,31.253115"
121.539745,31.245341,浦东,"121.539745,31.245341"
121.2462989,31.34873307,嘉定,"121.2462989,31.34873307"
121.530273,31.29947,杨浦,"121.530273,31.29947"
121.3678939,31.21737635,长宁,"121.3678939,31.21737635"
121.545313,31.067222,闵行,"121.545313,31.067222"
121.323375,31.15304,松江,"121.323375,31.15304"
121.477141,31.205348,黄浦,"121.477141,31.205348"
121.340961,31.130886,松江,"121.340961,31.130886"
121.374318,31.265358,普陀,"121.374318,31.265358"
121.6613675,31.23343302,浦东,"121.6613675,31.23343302"
121.439823,31.195382,徐汇,"121.439823,31.195382"
121.322142,31.315196,嘉定,"121.322142,31.315196"
121.22503256635,31.391002138734,嘉定,"121.22503256635,31.391002138734"
121.0524414,31.12811658,青浦,"121.0524414,31.12811658"
121.5386908,31.15454978,浦东,"121.5386908,31.15454978"
121.571188,31.137415,浦东,"121.571188,31.137415"
121.253241,31.112071,松江,"121.253241,31.112071"
121.497014,31.278,虹口,"121.497014,31.278"
